sellingprice
82715900.0
1370300.0
116883675.0
444254638.0
8626650.0
54756050.0
114447871.0
721003399.0
192903066.0
1200.0
344138494.0
8967877.0
2417000.0
418150.0
1360304557.0
179905320.0
10050.0
12291938.0
297645409.0
240152886.0
312489190.0
348676.0
28091176.0
230583753.0
213441763.0
450500.0
57424780.0
240615055.0
96859665.0
40800.0
39699250.0
6027600.0
84921472.0
370083906.0
7839650.0
33954483.0
633272955.0
347325.0
191850.0
16887776.0
55272051.0
115721911.0
2609300.0
1756000.0
9618000.0
16159450.0
77577011.0
4188070.0
1542250.0
488392710.0
118056384.0
43425452.0
150900.0
71000.0
132300.0
2254875.0
87625.0
540000.0
2000.0
2366550.0
601350.0
1423075.0
550.0
500.0
2272525.0
2800.0
1450.0
125850.0
76125.0
628475.0
59500.0
2100.0
929575.0
37500.0
1510825.0
310950.0
1548500.0
574850.0
85200.0
584620.0
6500.0
523000.0
27300.0
64750.0
890100.0
430850.0
13425.0
4925.0
87300.0
587750.0
2469800.0
222625.0
24050.0
697215.0
147500.0
328150.0
